"module";"topic";"question";"correct_answer";"options"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Un portefeuille défensif privilégie :";"B";"{""A"": ""Les technos"", ""B"": ""Les secteurs de base"", ""C"": ""Les émergents"", ""D"": ""Les cryptos""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les actions versant des dividendes réguliers :";"A";"{""A"": ""Sont recherchées en temps d’incertitude"", ""B"": ""Sont à fuir"", ""C"": ""Ne paient rien"", ""D"": ""Sont volatiles""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"En période de récession, l’investisseur doit :";"B";"{""A"": ""Se positionner à court terme"", ""B"": ""Rechercher les fondamentaux solides"", ""C"": ""Vendre tout"", ""D"": ""Changer de devise""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les banques centrales augmentent les taux pour :";"B";"{""A"": ""Favoriser l’endettement"", ""B"": ""Lutter contre l’inflation"", ""C"": ""Baisser le chômage"", ""D"": ""Soutenir l'immobilier""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Un bon indicateur d’inflation :";"C";"{""A"": ""Le taux de change"", ""B"": ""Le chômage"", ""C"": ""L’indice des prix à la consommation (CPI)"", ""D"": ""Le cours du pétrole""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Une stratégie efficace en inflation :";"B";"{""A"": ""Investir dans les obligations longues"", ""B"": ""Diminuer son exposition aux taux fixes"", ""C"": ""Vendre l’or"", ""D"": ""Acheter des voitures""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les valeurs refuges en temps de crise :";"B";"{""A"": ""Sont évitées"", ""B"": ""Sont recherchées (ex : or, obligations souveraines)"", ""C"": ""Deviennent volatiles"", ""D"": ""Sont remplacées par les ETF""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"L'inflation réduit :";"A";"{""A"": ""La valeur réelle du cash"", ""B"": ""Les dettes"", ""C"": ""Le dividende brut"", ""D"": ""La croissance mondiale""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Le secteur de la santé en récession :";"A";"{""A"": ""Souvent stable"", ""B"": ""Très spéculatif"", ""C"": ""À éviter"", ""D"": ""Volatile""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"Les obligations indexées sur l’inflation :";"B";"{""A"": ""Perdent leur intérêt"", ""B"": ""Protègent contre l'inflation"", ""C"": ""Sont interdites"", ""D"": ""Réduisent les dividendes""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"En récession, quelle stratégie fonctionne souvent ?";"A";"{""A"": ""Buy & Hold sur entreprises solides"", ""B"": ""Trading agressif"", ""C"": ""Spéculation"", ""D"": ""Changement fréquent d’allocation""}"
"💼 Stratégies d’investissement";"Investir en période d'inflation ou de récession";"L’objectif en période d’inflation/récession :";"A";"{""A"": ""Réduire l’exposition aux actifs sensibles"", ""B"": ""Acheter à crédit"", ""C"": ""Investir tout dans les actions"", ""D"": ""Rester sans cash""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Que signifie une faible corrélation entre PIB et marchés boursiers ?";"C";"{""A"": ""Les deux évoluent toujours ensemble"", ""B"": ""Les marchés sont plus liés à l'inflation"", ""C"": ""Les marchés peuvent évoluer indépendamment de l’économie"", ""D"": ""L’économie réelle détermine tout""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Quelle donnée de l’économie réelle a le plus d’impact immédiat sur les marchés ?";"C";"{""A"": ""Le taux de chômage"", ""B"": ""Le PIB"", ""C"": ""Les résultats d’entreprises"", ""D"": ""Le taux de pauvreté""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Un marché émergent est caractérisé par :";"C";"{""A"": ""Une faible croissance"", ""B"": ""Un haut niveau d’innovation"", ""C"": ""Une croissance rapide mais instable"", ""D"": ""Une monnaie forte""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Exemple de marché développé :";"C";"{""A"": ""Nigeria"", ""B"": ""Brésil"", ""C"": ""Allemagne"", ""D"": ""Kenya""}"
"🌍 Marchés & géopolitique";"Investir en Afrique";"La BRVM est une bourse régionale commune à :";"C";"{""A"": ""L’Afrique centrale"", ""B"": ""L’Afrique de l’Est"", ""C"": ""L’UEMOA"", ""D"": ""La SADC""}"
"🌍 Marchés & géopolitique";"Investir en Afrique";"Où est située la BRVM physiquement ?";"B";"{""A"": ""Dakar"", ""B"": ""Abidjan"", ""C"": ""Lagos"", ""D"": ""Bamako""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Que signifie une faible corrélation entre PIB et marchés boursiers ?";"C";"{""A"": ""Les deux évoluent toujours ensemble"", ""B"": ""Les marchés sont plus liés à l'inflation"", ""C"": ""Les marchés peuvent évoluer indépendamment de l’économie"", ""D"": ""L’économie réelle détermine tout""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Quelle donnée de l’économie réelle a le plus d’impact immédiat sur les marchés ?";"C";"{""A"": ""Le taux de chômage"", ""B"": ""Le PIB"", ""C"": ""Les résultats d’entreprises"", ""D"": ""Le taux de pauvreté""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Quand les marchés montent alors que le PIB recule, on parle de :";"A";"{""A"": ""Corrélation négative"", ""B"": ""Récession spéculative"", ""C"": ""Convergence économique"", ""D"": ""Contre-cycle""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Les marchés anticipent généralement :";"C";"{""A"": ""Les données économiques passées"", ""B"": ""Les politiques fiscales"", ""C"": ""L’état futur de l’économie"", ""D"": ""L’évolution de la dette publique""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Une récession peut coexister avec :";"A";"{""A"": ""Une croissance boursière"", ""B"": ""Une inflation faible"", ""C"": ""Des taux bas seulement"", ""D"": ""Aucun indicateur haussier""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Les marchés réagissent souvent plus à :";"C";"{""A"": ""La dette publique"", ""B"": ""L’opinion des économistes"", ""C"": ""L’émotion et les anticipations"", ""D"": ""L’évolution démographique""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"En période d’inflation, les marchés :";"B";"{""A"": ""Baissent toujours"", ""B"": ""Réagissent selon les anticipations de taux"", ""C"": ""Ignorent les prix"", ""D"": ""Montent automatiquement""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Les banques centrales influencent la corrélation en :";"C";"{""A"": ""Imposant des salaires"", ""B"": ""Dépensant en infrastructure"", ""C"": ""Modifiant les taux directeurs"", ""D"": ""Nationalisant les entreprises""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Quel secteur est le plus sensible à l’économie réelle ?";"C";"{""A"": ""Luxe"", ""B"": ""Énergie"", ""C"": ""Consommation cyclique"", ""D"": ""Technologies""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Un décalage entre économie réelle et marchés est souvent dû à :";"C";"{""A"": ""La corruption"", ""B"": ""Les délais statistiques"", ""C"": ""Les anticipations boursières"", ""D"": ""Les exportations""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Une entreprise en perte peut voir son action monter si :";"B";"{""A"": ""Elle embauche plus"", ""B"": ""Les investisseurs anticipent une amélioration"", ""C"": ""Son PDG est célèbre"", ""D"": ""Elle reçoit un prêt""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Le taux de chômage impacte surtout :";"B";"{""A"": ""Les valeurs industrielles"", ""B"": ""La consommation"", ""C"": ""Le secteur bancaire"", ""D"": ""Le secteur minier""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Pourquoi l’indice boursier peut monter avant la reprise économique ?";"B";"{""A"": ""Les analystes aiment anticiper"", ""B"": ""Il reflète déjà les attentes de croissance"", ""C"": ""Il ignore les données"", ""D"": ""Le gouvernement le soutient""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Une politique de relance peut faire monter les marchés car :";"B";"{""A"": ""Elle réduit les impôts sur les dividendes"", ""B"": ""Elle stimule la confiance des investisseurs"", ""C"": ""Elle augmente le déficit public"", ""D"": ""Elle favorise les entreprises publiques""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Les marchés sont plus volatils que l’économie réelle car :";"A";"{""A"": ""Ils sont plus liquides"", ""B"": ""Ils reposent sur l’immobilier"", ""C"": ""Ils sont prévisibles"", ""D"": ""Ils suivent uniquement le PIB""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Un choc sur le marché immobilier peut affecter :";"A";"{""A"": ""La consommation"", ""B"": ""Les taux directeurs"", ""C"": ""Les exportations"", ""D"": ""Les matières premières""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"En cas de crise, les marchés peuvent :";"A";"{""A"": ""Sur-réagir aux mauvaises nouvelles"", ""B"": ""Se stabiliser immédiatement"", ""C"": ""Réagir après l’économie"", ""D"": ""Toujours monter""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Les marchés intègrent l’économie réelle par :";"A";"{""A"": ""Les résultats des entreprises"", ""B"": ""Les émissions monétaires"", ""C"": ""Les données du FMI"", ""D"": ""L’indexation des salaires""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Le PIB nominal diffère du PIB réel car :";"A";"{""A"": ""Il tient compte de l’inflation"", ""B"": ""Il inclut les dividendes"", ""C"": ""Il est exprimé en actions"", ""D"": ""Il est calculé par l’ONU""}"
"🌍 Marchés & géopolitique";"Corrélation économie réelle / marchés";"Les marchés financiers sont :";"C";"{""A"": ""Un miroir parfait de l’économie"", ""B"": ""Déconnectés de toute réalité"", ""C"": ""Un indicateur imparfait mais utile"", ""D"": ""Gérés uniquement par les banques""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Un marché émergent est caractérisé par :";"C";"{""A"": ""Une faible croissance"", ""B"": ""Un haut niveau d’innovation"", ""C"": ""Une croissance rapide mais instable"", ""D"": ""Une monnaie forte""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Exemple de marché développé :";"C";"{""A"": ""Nigeria"", ""B"": ""Brésil"", ""C"": ""Allemagne"", ""D"": ""Kenya""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Exemple de marché émergent :";"C";"{""A"": ""Japon"", ""B"": ""États-Unis"", ""C"": ""Inde"", ""D"": ""Suisse""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les marchés émergents sont plus sensibles à :";"A";"{""A"": ""La croissance démographique"", ""B"": ""Les taux d’imposition"", ""C"": ""Le vieillissement"", ""D"": ""Les dividendes""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les devises des marchés émergents sont souvent :";"B";"{""A"": ""Convertibles librement"", ""B"": ""Moins stables"", ""C"": ""Ancrées au dollar"", ""D"": ""Sous contrôle de la BCE""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Le risque politique est plus élevé dans :";"C";"{""A"": ""Les marchés développés"", ""B"": ""Les pays d’Europe"", ""C"": ""Les marchés émergents"", ""D"": ""L’Union européenne""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les marchés développés offrent souvent :";"B";"{""A"": ""Des rendements plus élevés"", ""B"": ""Moins de volatilité"", ""C"": ""Plus d’opportunités"", ""D"": ""Moins de fiscalité""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les marchés émergents attirent pour :";"C";"{""A"": ""Leur stabilité"", ""B"": ""Leur dette faible"", ""C"": ""Leur potentiel de croissance"", ""D"": ""Leur niveau d’éducation""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Le MSCI Emerging Markets inclut :";"C";"{""A"": ""USA, Japon"", ""B"": ""Côte d’Ivoire, Japon"", ""C"": ""Brésil, Inde"", ""D"": ""Allemagne, France""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les entreprises des marchés émergents sont souvent :";"B";"{""A"": ""Matures"", ""B"": ""En phase de forte expansion"", ""C"": ""Protégées par l’UE"", ""D"": ""Déficitaires""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Un choc sur les matières premières impacte plus :";"B";"{""A"": ""Le Japon"", ""B"": ""Les marchés émergents"", ""C"": ""L’Europe"", ""D"": ""La BCE""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"L’accès au financement est plus difficile dans :";"C";"{""A"": ""Les marchés développés"", ""B"": ""L’Union européenne"", ""C"": ""Les marchés émergents"", ""D"": ""L’OCDE""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"En cas de crise mondiale, les marchés émergents :";"B";"{""A"": ""Résistent mieux"", ""B"": ""Sont plus touchés"", ""C"": ""Ignorent la crise"", ""D"": ""Profitent toujours""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"La diversification géographique permet de :";"B";"{""A"": ""Doubler les dividendes"", ""B"": ""Réduire les risques"", ""C"": ""Éviter l’inflation"", ""D"": ""Gagner sur toutes les zones""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les infrastructures financières sont meilleures dans :";"A";"{""A"": ""Les marchés développés"", ""B"": ""Les BRICS"", ""C"": ""L’Afrique"", ""D"": ""L’Amérique du Sud""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les marchés émergents présentent un risque :";"A";"{""A"": ""De change"", ""B"": ""Fiscal"", ""C"": ""D’innovation"", ""D"": ""De croissance""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les dividendes y sont généralement :";"B";"{""A"": ""Plus élevés"", ""B"": ""Moins prévisibles"", ""C"": ""Garantis"", ""D"": ""Plus fréquents""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"La régulation est souvent :";"A";"{""A"": ""Plus faible dans les émergents"", ""B"": ""Identique partout"", ""C"": ""Plus stricte dans les BRICS"", ""D"": ""Exagérée dans les USA""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"L’Asie est :";"B";"{""A"": ""Majoritairement développée"", ""B"": ""En grande partie émergente"", ""C"": ""Sans croissance"", ""D"": ""Sous régulation OCDE""}"
"🌍 Marchés & géopolitique";"Marchés émergents vs développés";"Les marchés développés comprennent :";"B";"{""A"": ""BRVM, NSE"", ""B"": ""NYSE, Euronext"", ""C"": ""JSE, Casablanca"", ""D"": ""BVMAC, Bourse de Tunis""}"
